Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
89,2 BHK Flat for Sale in Sector 62,"Spacious 2 BHK apartment located in Sector 62, Noida. Unfurnished with modern amenities.",64.19 Lac,6418885.0,"Sector 62, Noida",594 sqft,Ready to Move,9 out of 15,New Property,Unfurnished,,Club,Palm Residency,2.0,2.0,,,,,
90,2 BHK Flat for Sale in Gachibowli,"Spacious 2 BHK apartment located in Gachibowli, Hyderabad. Unfurnished with modern amenities.",77.71 Lac,7771153.0,"Gachibowli, Hyderabad",970 sqft,Ready to Move,5 out of 6,New Property,Unfurnished,,Main Road,Sunrise Park,2.0,,0.0,Power Of Attorney,,,
91,3 BHK Flat for Sale in Electronic City,"Spacious 3 BHK apartment located in Electronic City, Bangalore. Semi-Furnished with modern amenities.",1.06 Cr,,"Electronic City, Bangalore",836 sqft,Ready to Move,2 out of 4,New Property,Semi-Furnished,South-West,,Sunrise Heights,3.0,3.0,,Leasehold,991 sqft,,
92,1 BHK Flat for Sale in Salt Lake,"Spacious 1 BHK apartment located in Salt Lake, Kolkata. Furnished with modern amenities.",34.15 Lac,3414996.0,"Salt Lake, Kolkata",30 sqm,Ready to Move,3 out of 4,New Property,Furnished,West,,Sunrise Enclave,2.0,2.0,2.0,,,,
93,2 BHK Flat for Sale in Dwarka,"Spacious 2 BHK apartment located in Dwarka, Delhi. Furnished with modern amenities.",1.04 Cr,,"Dwarka, Delhi",691 sqft,Under Construction,Basement out of 6,Resale,Furnished,North-East,Main Road,Golden Woods,,3.0,,,,28x21,
94,3 BHK Flat for Sale in Bopal,"Spacious 3 BHK apartment located in Bopal, Ahmedabad. Furnished with modern amenities.",67.3 Lac,6730411.0,"Bopal, Ahmedabad",,Under Construction,2 out of 6,New Property,Furnished,East,Club,Maple Enclave,2.0,1.0,,Leasehold,1179 sqft,,1313 sqft
95,3 BHK Flat for Sale in Sohna Road,"Spacious 3 BHK apartment located in Sohna Road, Gurgaon. Semi-Furnished with modern amenities.",Call for Price,15029895.0,"Sohna Road, Gurgaon",,Under Construction,8 out of 8,Resale,Semi-Furnished,West,Not Available,Emerald Enclave,4.0,0.0,,Co-operative Society,112 sqm,,
96,1 BHK Flat for Sale in Salt Lake,"Spacious 1 BHK apartment located in Salt Lake, Kolkata. Furnished with modern amenities.",22.97 Lac,,"Salt Lake, Kolkata",361 sqft,Ready to Move,Ground out of 12,New Property,Furnished,,,Golden Gardens,2.0,3.0,1.0,Leasehold,419 sqft,55x31,514 sqft
97,2 BHK Flat for Sale in Bopal,"Spacious 2 BHK apartment located in Bopal, Ahmedabad. Semi-Furnished with modern amenities.",51.34 Lac,,"Bopal, Ahmedabad",76 sqm,Ready to Move,4 out of 10,Resale,Semi-Furnished,,Garden/Park,Golden Heights,3.0,,,Co-operative Society,994 sqft,,
98,2 BHK Flat for Sale in Anna Nagar,"Spacious 2 BHK apartment located in Anna Nagar, Chennai. Unfurnished with modern amenities.",57.54 Lac,5753524.0,"Anna Nagar, Chennai",726 sqft,Ready to Move,5 out of 8,New Property,Unfurnished,North-East,,Sunrise Towers,2.0,1.0,,,832 sqft,46x58,
99,3 BHK Flat for Sale in Rohini,"Spacious 3 BHK apartment located in Rohini, Delhi. Furnished with modern amenities.",2.58 Cr,25813132.0,"Rohini, Delhi",1127 sqft,Under Construction,Basement out of 10,New Property,Furnished,West,Garden/Park,Golden Towers,2.0,1.0,,Co-operative Society,,,
100,3 BHK Flat for Sale in Velachery,"Spacious 3 BHK apartment located in Velachery, Chennai. Unfurnished with modern amenities.",61.84 Lac,6184272.0,"Velachery, Chennai",939 sqft,Under Construction,2 out of 5,New Property,Unfurnished,North-West,,,4.0,,1.0,,1154 sqft,24x35,
101,2 BHK Flat for Sale in Anna Nagar,"Spacious 2 BHK apartment located in Anna Nagar, Chennai. Furnished with modern amenities.",66.55 Lac,6655166.0,"Anna Nagar, Chennai",,Ready to Move,1 out of 4,New Property,Furnished,,Not Available,Silver Park,3.0,1.0,1.0,Co-operative Society,1010 sqft,,
102,3 BHK Flat for Sale in Powai,"Spacious 3 BHK apartment located in Powai, Mumbai. Furnished with modern amenities.",3.43 Cr,34341312.0,"Powai, Mumbai",,Under Construction,2 out of 8,New Property,Furnished,West,,,3.0,,,Leasehold,1438 sqft,33x37,
103,3 BHK Flat for Sale in Anna Nagar,"Spacious 3 BHK apartment located in Anna Nagar, Chennai. Unfurnished with modern amenities.",77.9 Lac,7789639.0,"Anna Nagar, Chennai",1127 sqft,Ready to Move,4 out of 10,New Property,Unfurnished,North-West,,Maple Woods,2.0,3.0,2.0,Leasehold,,39x47,1432 sqft
104,3 BHK Flat for Sale in Sector 82,"Spacious 3 BHK apartment located in Sector 82, Gurgaon. Furnished with modern amenities.",1.59 Cr,15892440.0,"Sector 82, Gurgaon",117 sqm,Under Construction,Basement out of 5,Resale,Furnished,South-East,Pool,,4.0,,2.0,,,,
105,2 BHK Flat for Sale in Wakad,"Spacious 2 BHK apartment located in Wakad, Pune. Furnished with modern amenities.",56.82 Lac,5682337.0,"Wakad, Pune",782 sqft,Ready to Move,Ground out of 20,New Property,Furnished,North-West,Main Road,Golden Residency,2.0,,,Freehold,80 sqm,,
106,2 BHK Flat for Sale in Malad West,"Spacious 2 BHK apartment located in Malad West, Mumbai. Furnished with modern amenities.",2.35 Cr,,"Malad West, Mumbai",847 sqft,Under Construction,1 out of 4,Resale,Furnished,South-West,,,2.0,0.0,,,1056 sqft,,
107,2 BHK Flat for Sale in Thane West,"Spacious 2 BHK apartment located in Thane West, Mumbai. Unfurnished with modern amenities.",1.75 Cr,,"Thane West, Mumbai",834 sqft,Ready to Move,8 out of 8,Resale,Unfurnished,South-West,Pool,Sunrise Gardens,3.0,2.0,,Leasehold,1096 sqft,,
108,1 BHK Flat for Sale in Electronic City,"Spacious 1 BHK apartment located in Electronic City, Bangalore. Furnished with modern amenities.",44.32 Lac,4432320.0,"Electronic City, Bangalore",442 sqft,Under Construction,6 out of 6,Resale,Furnished,North-West,Pool,Royal Residency,1.0,,0.0,Power Of Attorney,576 sqft,44x29,671 sqft
109,3 BHK Flat for Sale in Wakad,"Spacious 3 BHK apartment located in Wakad, Pune. Semi-Furnished with modern amenities.",82.84 Lac,8284424.0,"Wakad, Pune",1090 sqft,Under Construction,18 out of 20,New Property,Semi-Furnished,East,,Sunrise Gardens,2.0,1.0,,Power Of Attorney,1207 sqft,27x49,1549 sqft
110,4 BHK Flat for Sale in Hadapsar,"Spacious 4 BHK apartment located in Hadapsar, Pune. Unfurnished with modern amenities.",1.52 Cr,15237273.0,"Hadapsar, Pune",1737 sqft,Under Construction,1 out of 5,Resale,Unfurnished,North,Garden/Park,Palm County,5.0,3.0,,,2297 sqft,,
111,3 BHK Flat for Sale in Malad West,"Spacious 3 BHK apartment located in Malad West, Mumbai. Unfurnished with modern amenities.",1.62 Cr,,"Malad West, Mumbai",1159 sqft,Ready to Move,1 out of 4,Resale,Unfurnished,North,Pool,Palm Towers,4.0,1.0,2.0,,1563 sqft,,
112,2 BHK Flat for Sale in Andheri West,"Spacious 2 BHK apartment located in Andheri West, Mumbai. Semi-Furnished with modern amenities.",2.04 Cr,20371932.0,"Andheri West, Mumbai",74 sqm,Under Construction,10 out of 10,New Property,Semi-Furnished,North-East,Not Available,Royal Residency,3.0,1.0,,Power Of Attorney,,,1308 sqft
113,3 BHK Flat for Sale in Sohna Road,"Spacious 3 BHK apartment located in Sohna Road, Gurgaon. Unfurnished with modern amenities.",97.47 Lac,9747233.0,"Sohna Road, Gurgaon",1220 sqft,Under Construction,24 out of 25,Resale,Unfurnished,,Club,Palm Towers,2.0,,2.0,,1597 sqft,,
114,5 BHK Flat for Sale in Anna Nagar,"Spacious 5 BHK apartment located in Anna Nagar, Chennai. Unfurnished with modern amenities.",1.5 Cr,15025517.0,"Anna Nagar, Chennai",175 sqm,Under Construction,8 out of 10,New Property,Unfurnished,North-West,Main Road,Royal Park,5.0,,1.0,Leasehold,,,
115,5 BHK Flat for Sale in Velachery,"Spacious 5 BHK apartment located in Velachery, Chennai. Unfurnished with modern amenities.",1.51 Cr,15053637.0,"Velachery, Chennai",186 sqm,Ready to Move,5 out of 8,New Property,Unfurnished,,Pool,Golden Residency,6.0,,1.0,Freehold,2407 sqft,,2800 sqft
116,4 BHK Flat for Sale in Kukatpally,"Spacious 4 BHK apartment located in Kukatpally, Hyderabad. Unfurnished with modern amenities.",1.17 Cr,11721896.0,"Kukatpally, Hyderabad",,Ready to Move,2 out of 4,New Property,Unfurnished,,,Orchid Park,4.0,0.0,0.0,Leasehold,1746 sqft,,
117,3 BHK Flat for Sale in Marathahalli,"Spacious 3 BHK apartment located in Marathahalli, Bangalore. Unfurnished with modern amenities.",1.2 Cr,12010629.0,"Marathahalli, Bangalore",1428 sqft,Under Construction,1 out of 4,New Property,Unfurnished,,Garden/Park,Orchid County,3.0,1.0,,Freehold,1896 sqft,,
118,2 BHK Flat for Sale in Gachibowli,"Spacious 2 BHK apartment located in Gachibowli, Hyderabad. Semi-Furnished with modern amenities.",69.37 Lac,6936598.0,"Gachibowli, Hyderabad",737 sqft,Ready to Move,3 out of 15,New Property,Semi-Furnished,North-East,Garden/Park,Orchid Gardens,2.0,2.0,,Freehold,,43x24,
119,2 BHK Flat for Sale in Anna Nagar,"Spacious 2 BHK apartment located in Anna Nagar, Chennai. Semi-Furnished with modern amenities.",40.84 Lac,4084486.0,"Anna Nagar, Chennai",752 sqft,Ready to Move,4 out of 5,Resale,Semi-Furnished,South-West,Garden/Park,Green Enclave,1.0,,1.0,Co-operative Society,977 sqft,,
120,3 BHK Flat for Sale in Yelahanka,"Spacious 3 BHK apartment located in Yelahanka, Bangalore. Semi-Furnished with modern amenities.",1.66 Cr,,"Yelahanka, Bangalore",1348 sqft,Under Construction,2 out of 5,Resale,Semi-Furnished,South-East,,Lake Heights,3.0,,,Co-operative Society,,33x44,
121,1 BHK Flat for Sale in Velachery,"Spacious 1 BHK apartment located in Velachery, Chennai. Furnished with modern amenities.",43.63 Lac,4362928.0,"Velachery, Chennai",400 sqft,Ready to Move,15 out of 20,Resale,Furnished,East,Not Available,Lake Park,2.0,2.0,,Co-operative Society,500 sqft,,
122,1 BHK Flat for Sale in Kondapur,"Spacious 1 BHK apartment located in Kondapur, Hyderabad. Furnished with modern amenities.",29.92 Lac,2991929.0,"Kondapur, Hyderabad",,Ready to Move,15 out of 20,Resale,Furnished,,Not Available,Maple Woods,1.0,,,Co-operative Society,396 sqft,58x30,
123,5 BHK Flat for Sale in Powai,"Spacious 5 BHK apartment located in Powai, Mumbai. Furnished with modern amenities.",3.25 Cr,32467831.0,"Powai, Mumbai",1547 sqft,Under Construction,8 out of 10,New Property,Furnished,,Not Available,Green Gardens,,1.0,1.0,Power Of Attorney,2042 sqft,,
124,2 BHK Flat for Sale in Sector 57,"Spacious 2 BHK apartment located in Sector 57, Gurgaon. Semi-Furnished with modern amenities.",82.83 Lac,8283003.0,"Sector 57, Gurgaon",633 sqft,Ready to Move,9 out of 10,New Property,Semi-Furnished,West,Club,,1.0,2.0,,Co-operative Society,704 sqft,,
125,5 BHK Flat for Sale in Chembur,"Spacious 5 BHK apartment located in Chembur, Mumbai. Semi-Furnished with modern amenities.",3.84 Cr,38380090.0,"Chembur, Mumbai",1251 sqft,Under Construction,Ground out of 6,New Property,Semi-Furnished,South-East,Pool,Orchid Park,5.0,2.0,2.0,Co-operative Society,1468 sqft,56x59,2045 sqft
126,3 BHK Flat for Sale in Rohini,"Spacious 3 BHK apartment located in Rohini, Delhi. Semi-Furnished with modern amenities.",1.22 Cr,,"Rohini, Delhi",825 sqft,Ready to Move,4 out of 6,Resale,Semi-Furnished,North-East,,Palm Park,3.0,,,,936 sqft,24x54,1167 sqft
127,3 BHK Flat for Sale in Sector 137,"Spacious 3 BHK apartment located in Sector 137, Noida. Semi-Furnished with modern amenities.",Call for Price,6074006.0,"Sector 137, Noida",932 sqft,Ready to Move,8 out of 8,Resale,Semi-Furnished,North-West,Not Available,Green Gardens,3.0,3.0,0.0,Power Of Attorney,1084 sqft,43x49,
128,3 BHK Flat for Sale in Salt Lake,"Spacious 3 BHK apartment located in Salt Lake, Kolkata. Semi-Furnished with modern amenities.",Call for Price,9578605.0,"Salt Lake, Kolkata",1134 sqft,Under Construction,5 out of 6,Resale,Semi-Furnished,,Not Available,Silver Residency,4.0,0.0,2.0,Leasehold,,,
129,3 BHK Flat for Sale in Vastrapur,"Spacious 3 BHK apartment located in Vastrapur, Ahmedabad. Furnished with modern amenities.",91.11 Lac,9110791.0,"Vastrapur, Ahmedabad",1543 sqft,Under Construction,3 out of 6,New Property,Furnished,North-West,Pool,,4.0,,1.0,Co-operative Society,1736 sqft,27x37,
130,4 BHK Flat for Sale in Satellite,"Spacious 4 BHK apartment located in Satellite, Ahmedabad. Semi-Furnished with modern amenities.",1.19 Cr,11913491.0,"Satellite, Ahmedabad",1481 sqft,Ready to Move,Ground out of 10,New Property,Semi-Furnished,South,,Lake Enclave,4.0,2.0,2.0,Co-operative Society,1892 sqft,,2080 sqft
131,2 BHK Flat for Sale in Hinjewadi,"Spacious 2 BHK apartment located in Hinjewadi, Pune. Unfurnished with modern amenities.",61.77 Lac,,"Hinjewadi, Pune",496 sqft,Under Construction,Ground out of 5,New Property,Unfurnished,South-East,Club,Golden Woods,2.0,2.0,0.0,Co-operative Society,662 sqft,41x40,
132,3 BHK Flat for Sale in Kharadi,"Spacious 3 BHK apartment located in Kharadi, Pune. Unfurnished with modern amenities.",70.63 Lac,7062907.0,"Kharadi, Pune",1080 sqft,Under Construction,12 out of 20,New Property,Unfurnished,South-East,Not Available,Sunrise Park,2.0,2.0,1.0,Leasehold,,,1803 sqft
133,4 BHK Flat for Sale in Wakad,"Spacious 4 BHK apartment located in Wakad, Pune. Furnished with modern amenities.",1.13 Cr,11270176.0,"Wakad, Pune",1545 sqft,Ready to Move,3 out of 12,Resale,Furnished,West,Main Road,,4.0,,,Leasehold,,,
134,3 BHK Flat for Sale in Sohna Road,"Spacious 3 BHK apartment located in Sohna Road, Gurgaon. Unfurnished with modern amenities.",1.37 Cr,13711441.0,"Sohna Road, Gurgaon",,Ready to Move,7 out of 12,Resale,Unfurnished,South-East,,,3.0,3.0,,Co-operative Society,1537 sqft,,
135,2 BHK Flat for Sale in Sector 150,"Spacious 2 BHK apartment located in Sector 150, Noida. Furnished with modern amenities.",60.56 Lac,6055820.0,"Sector 150, Noida",814 sqft,Under Construction,6 out of 25,New Property,Furnished,South,,Royal County,1.0,3.0,0.0,,,,
136,1 BHK Flat for Sale in New Town,"Spacious 1 BHK apartment located in New Town, Kolkata. Unfurnished with modern amenities.",41.23 Lac,,"New Town, Kolkata",466 sqft,Ready to Move,6 out of 6,New Property,Unfurnished,,Garden/Park,Maple Residency,2.0,1.0,,Power Of Attorney,585 sqft,28x57,
137,5 BHK Flat for Sale in Malad West,"Spacious 5 BHK apartment located in Malad West, Mumbai. Unfurnished with modern amenities.",4.76 Cr,47648714.0,"Malad West, Mumbai",1623 sqft,Under Construction,3 out of 6,Resale,Unfurnished,South,Not Available,,5.0,,,,1787 sqft,,
138,2 BHK Flat for Sale in Rohini,"Spacious 2 BHK apartment located in Rohini, Delhi. Unfurnished with modern amenities.",1.14 Cr,11409554.0,"Rohini, Delhi",674 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,,Garden/Park,Lake County,3.0,1.0,,Freehold,,,1005 sqft
139,2 BHK Flat for Sale in Bopal,"Spacious 2 BHK apartment located in Bopal, Ahmedabad. Furnished with modern amenities.",55.37 Lac,,"Bopal, Ahmedabad",705 sqft,Under Construction,6 out of 8,Resale,Furnished,West,Main Road,Palm Gardens,2.0,,,Power Of Attorney,859 sqft,,1150 sqft
140,2 BHK Flat for Sale in Powai,"Spacious 2 BHK apartment located in Powai, Mumbai. Furnished with modern amenities.",2.51 Cr,25123206.0,"Powai, Mumbai",786 sqft,Ready to Move,13 out of 15,Resale,Furnished,North-West,,,1.0,3.0,,,,41x46,
141,3 BHK Flat for Sale in Powai,"Spacious 3 BHK apartment located in Powai, Mumbai. Unfurnished with modern amenities.",3.57 Cr,35684610.0,"Powai, Mumbai",1359 sqft,Under Construction,4 out of 10,Resale,Unfurnished,South,Club,Golden Residency,4.0,2.0,,Power Of Attorney,1620 sqft,,
142,2 BHK Flat for Sale in Karol Bagh,"Spacious 2 BHK apartment located in Karol Bagh, Delhi. Unfurnished with modern amenities.",1.53 Cr,15280296.0,"Karol Bagh, Delhi",815 sqft,Under Construction,19 out of 25,New Property,Unfurnished,North,Club,Royal Gardens,1.0,1.0,2.0,,,36x38,
143,1 BHK Flat for Sale in Thane West,"Spacious 1 BHK apartment located in Thane West, Mumbai. Unfurnished with modern amenities.",91.36 Lac,9136383.0,"Thane West, Mumbai",331 sqft,Ready to Move,4 out of 4,New Property,Unfurnished,South,Garden/Park,Orchid Residency,1.0,,1.0,Co-operative Society,419 sqft,,
144,3 BHK Flat for Sale in Rajarhat,"Spacious 3 BHK apartment located in Rajarhat, Kolkata. Unfurnished with modern amenities.",82.28 Lac,8227749.0,"Rajarhat, Kolkata",1403 sqft,Under Construction,2 out of 10,Resale,Unfurnished,West,Not Available,Palm Towers,2.0,2.0,0.0,Co-operative Society,1846 sqft,,
145,2 BHK Flat for Sale in OMR,"Spacious 2 BHK apartment located in OMR, Chennai. Unfurnished with modern amenities.",62.36 Lac,,"OMR, Chennai",661 sqft,Under Construction,5 out of 8,Resale,Unfurnished,North-East,Garden/Park,Palm Enclave,2.0,2.0,,Leasehold,,,
146,3 BHK Flat for Sale in Karol Bagh,"Spacious 3 BHK apartment located in Karol Bagh, Delhi. Unfurnished with modern amenities.",1.87 Cr,18739874.0,"Karol Bagh, Delhi",1068 sqft,Under Construction,5 out of 8,Resale,Unfurnished,East,Club,Silver County,2.0,0.0,0.0,,,,
147,4 BHK Flat for Sale in Satellite,"Spacious 4 BHK apartment located in Satellite, Ahmedabad. Furnished with modern amenities.",1.01 Cr,10102053.0,"Satellite, Ahmedabad",1207 sqft,Under Construction,3 out of 6,New Property,Furnished,,Pool,,5.0,1.0,,,1449 sqft,38x57,
148,4 BHK Flat for Sale in Sohna Road,"Spacious 4 BHK apartment located in Sohna Road, Gurgaon. Semi-Furnished with modern amenities.",1.9 Cr,18956677.0,"Sohna Road, Gurgaon",1533 sqft,Ready to Move,5 out of 5,New Property,Semi-Furnished,North,Club,Palm Towers,4.0,2.0,,Leasehold,1895 sqft,,
149,3 BHK Flat for Sale in Gachibowli,"Spacious 3 BHK apartment located in Gachibowli, Hyderabad. Semi-Furnished with modern amenities.",1.19 Cr,11908558.0,"Gachibowli, Hyderabad",1115 sqft,Ready to Move,4 out of 12,New Property,Semi-Furnished,South,Not Available,Green Woods,3.0,,0.0,Co-operative Society,1462 sqft,51x51,
150,4 BHK Flat for Sale in Yelahanka,"Spacious 4 BHK apartment located in Yelahanka, Bangalore. Unfurnished with modern amenities.",2.03 Cr,20333187.0,"Yelahanka, Bangalore",1941 sqft,Under Construction,2 out of 6,Resale,Unfurnished,,Club,Lake Towers,4.0,3.0,,Power Of Attorney,209 sqm,30x43,
151,2 BHK Flat for Sale in Rohini,"Spacious 2 BHK apartment located in Rohini, Delhi. Semi-Furnished with modern amenities.",1.36 Cr,,"Rohini, Delhi",668 sqft,Ready to Move,2 out of 15,New Property,Semi-Furnished,North-East,Club,Sunrise Gardens,2.0,0.0,2.0,Leasehold,,,
152,2 BHK Flat for Sale in Velachery,"Spacious 2 BHK apartment located in Velachery, Chennai. Furnished with modern amenities.",77.96 Lac,7796217.0,"Velachery, Chennai",839 sqft,Under Construction,9 out of 15,Resale,Furnished,North-West,,Maple Park,3.0,2.0,1.0,Co-operative Society,952 sqft,36x60,1026 sqft
153,3 BHK Flat for Sale in Sector 62,"Spacious 3 BHK apartment located in Sector 62, Noida. Semi-Furnished with modern amenities.",1.3 Cr,12972127.0,"Sector 62, Noida",1111 sqft,Ready to Move,13 out of 25,New Property,Semi-Furnished,West,,Palm Park,3.0,3.0,,,,,
154,4 BHK Flat for Sale in Marathahalli,"Spacious 4 BHK apartment located in Marathahalli, Bangalore. Semi-Furnished with modern amenities.",1.5 Cr,,"Marathahalli, Bangalore",1467 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,South-West,Garden/Park,,3.0,1.0,0.0,,1938 sqft,,2266 sqft
155,2 BHK Flat for Sale in Whitefield,"Spacious 2 BHK apartment located in Whitefield, Bangalore. Furnished with modern amenities.",91.76 Lac,9176374.0,"Whitefield, Bangalore",670 sqft,Ready to Move,Ground out of 15,New Property,Furnished,South-West,Garden/Park,Golden Heights,,2.0,2.0,,852 sqft,,
156,2 BHK Flat for Sale in Vasant Kunj,"Spacious 2 BHK apartment located in Vasant Kunj, Delhi. Unfurnished with modern amenities.",1.38 Cr,13770216.0,"Vasant Kunj, Delhi",940 sqft,Ready to Move,9 out of 10,Resale,Unfurnished,North-West,Garden/Park,Silver Towers,2.0,,0.0,Leasehold,,37x22,1603 sqft
157,3 BHK Flat for Sale in HSR Layout,"Spacious 3 BHK apartment located in HSR Layout, Bangalore. Unfurnished with modern amenities.",1.18 Cr,11807112.0,"HSR Layout, Bangalore",991 sqft,Ready to Move,11 out of 15,Resale,Unfurnished,South-West,Main Road,Maple Woods,3.0,,2.0,Co-operative Society,,33x50,
158,4 BHK Flat for Sale in Rajarhat,"Spacious 4 BHK apartment located in Rajarhat, Kolkata. Unfurnished with modern amenities.",82.53 Lac,,"Rajarhat, Kolkata",1404 sqft,Under Construction,5 out of 8,New Property,Unfurnished,North-West,,Maple Residency,5.0,1.0,,,1857 sqft,,
